id,date_listed,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,view,furnishing,chiller_included,parking_spaces,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,contract_type,n_cheques,annual_rent_usd,rent_per_sqft_usd,rent_per_m2_usd
R018503,2023-07-29,Green Community,DIP,24.99928,55.1543,villa,4BR_villa,4,3513,326.3,park,unfurnished,False,2,Jebel Ali,Red,52,25.11,yearly,1,95500,27,293
R024182,2021-01-28,Town Square,Nshama,25.00672,55.26429,apartment,studio,0,313,29.1,golf_course,unfurnished,True,2,Al Qiyadah (G),Green,389,21.21,yearly,4,3000,9,102
R016103,2025-05-28,Al Barsha South,Al Barsha,25.07564,55.2083,apartment,1BR,1,743,69.0,sea,fully_furnished,False,2,Al Furjan,Red,99,15.07,yearly,2,20800,28,301
R008615,2021-12-06,Jumeirah Village Circle,JVC,25.06244,55.19516,apartment,1BR,1,740,68.7,burj_khalifa,semi_furnished,True,1,Dubai Investment Park,Red,100,16.98,yearly,12,18000,24,262
R003464,2024-02-26,Damac Hills 2,Damac Hills,24.95289,55.2968,villa,6BR_villa,6,5790,537.9,city,semi_furnished,False,2,Energy,Red,254,27.26,short_term,4,110300,19,205
R015199,2024-12-12,Falcon City of Wonders,Dubailand,25.0481,55.32111,apartment,3BR,3,2075,192.8,park,fully_furnished,False,1,Union (G),Green,314,17.23,yearly,1,36900,17,191
R001461,2022-04-11,Sustainable City,Sustainable City,24.9713,55.29783,villa,3BR_villa,3,3187,296.1,park,fully_furnished,True,4,Baniyas Square (G),Green,384,25.23,yearly,6,83800,26,283
R014268,2023-05-13,Dubai Harbour,Dubai Marina,25.10801,55.14508,apartment,4BR_penthouse,4,3444,319.9,community,fully_furnished,True,1,Ibn Battuta,Red,70,16.36,yearly,4,202200,58,632
R000362,2021-12-23,Remraam,Dubailand,25.0061,55.2709,apartment,3BR,3,1501,139.4,marina,fully_furnished,True,2,MRT-1,Red,154,21.25,yearly,4,19700,13,142
R014943,2021-08-27,Remraam,Dubailand,25.00404,55.25537,apartment,1BR,1,963,89.5,community,fully_furnished,False,1,Max,Red,311,21.56,yearly,2,7800,8,87
R007564,2023-07-26,Palm Jumeirah,Palm Jumeirah,25.1156,55.12759,apartment,2BR,2,1092,101.4,marina,semi_furnished,False,3,Sharaf DG,Red,61,17.34,yearly,1,78600,72,775
R014561,2021-03-16,Arabian Ranches,Arabian Ranches,25.05399,55.26381,villa,3BR_villa,3,1799,167.2,community,fully_furnished,True,2,Al Ghubaiba,Green,277,15.96,yearly,1,51600,28,309
R002830,2024-12-24,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16068,55.32593,apartment,3BR,3,1780,165.4,golf_course,unfurnished,True,1,Palm Deira,Green,132,6.59,yearly,12,58100,32,351
R005747,2025-08-09,Al Qusais,Al Qusais,25.28274,55.35786,apartment,2BR,2,974,90.5,community,fully_furnished,True,1,Al Qusais,Green,5,12.69,yearly,1,19500,20,215
R023843,2023-07-13,Dubai Harbour,Dubai Marina,25.0852,55.14785,apartment,2BR,2,1065,99.0,community,semi_furnished,True,2,Mashreq Bank,Red,31,17.81,yearly,4,62800,58,634
R001685,2021-08-16,The Greens,The Greens,25.08865,55.16548,apartment,studio,0,436,40.5,park,fully_furnished,True,2,Dubai Internet City,Red,1,16.31,yearly,12,9600,22,237
R013219,2023-12-25,Dubai Silicon Oasis,Dubai Silicon Oasis,25.11603,55.38847,apartment,3BR,3,2353,218.6,community,semi_furnished,False,2,Palm Deira,Green,224,14.6,yearly,2,45600,19,209
R010272,2023-01-31,The Greens,The Greens,25.11209,55.18593,apartment,3BR,3,1632,151.6,city,semi_furnished,True,1,Dubai Internet City,Red,0,12.99,yearly,2,57100,35,377
R000309,2022-04-22,The Views,The Greens,25.10864,55.17552,apartment,studio,0,386,35.9,community,semi_furnished,False,1,Dubai Internet City,Red,5,14.0,yearly,6,8300,21,231
R009342,2021-12-01,Dubai Marina,Dubai Marina,25.07754,55.14064,apartment,studio,0,406,37.7,sea,fully_furnished,True,1,Al Furjan,Red,72,18.93,yearly,2,17900,44,476
R006477,2022-03-06,Al Qusais,Al Qusais,25.28354,55.37795,apartment,4BR_penthouse,4,3806,353.6,marina,unfurnished,False,1,Al Qusais,Green,5,14.16,yearly,1,57400,15,162
R013314,2025-03-01,City Walk,Al Wasl,25.21364,55.26758,apartment,2BR,2,1094,101.7,city,fully_furnished,True,2,Financial Centre,Red,25,1.95,yearly,1,75100,68,739
R006302,2025-12-01,Jebel Ali,Jebel Ali,25.01036,55.08187,apartment,studio,0,510,47.3,community,unfurnished,True,2,Danube,Red,30,28.42,yearly,4,6500,12,138
R015925,2022-03-01,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12155,55.3936,apartment,1BR,1,537,49.9,park,unfurnished,False,1,UAE Exchange,Red,428,14.65,yearly,2,5000,9,100
R007300,2022-12-10,Liwan,Dubailand,25.05969,55.31166,apartment,3BR,3,1464,136.0,golf_course,semi_furnished,False,1,MRT-1,Red,229,15.74,yearly,4,20000,13,147
R012068,2024-11-14,Maritime City,Maritime City,25.27296,55.27308,apartment,2BR,2,1154,107.3,burj_khalifa,fully_furnished,True,2,Financial Centre,Red,83,8.43,short_term,1,52800,45,492
R000665,2023-07-18,City Walk,Al Wasl,25.22316,55.26844,apartment,3BR,3,1403,130.4,marina,unfurnished,False,1,Burj Khalifa/Dubai Mall,Red,19,2.95,yearly,4,100500,71,771
R002804,2025-11-14,Jebel Ali,Jebel Ali,25.01753,55.09938,apartment,studio,0,433,40.3,marina,unfurnished,True,2,MRT-1,Red,51,26.64,short_term,2,7200,16,178
R023357,2023-07-16,Green Community,DIP,25.01708,55.18277,villa,4BR_villa,4,3753,348.7,community,semi_furnished,False,2,Dubai Investment Park,Red,23,22.05,yearly,1,86100,22,247
R013169,2025-09-30,Azizi Riviera,MBR City,25.17261,55.29725,apartment,2BR,2,1447,134.4,community,fully_furnished,True,3,Al Karama,Red,112,3.57,yearly,6,52700,36,392
R013815,2025-12-05,Dubai Hills Estate,Mohammed Bin Rashid,25.12415,55.25008,apartment,1BR,1,690,64.1,city,unfurnished,True,2,Burj Khalifa/Dubai Mall,Red,124,8.48,yearly,1,23500,34,367
R018695,2024-06-20,Dubai Festival City,Festival City,25.22229,55.37567,apartment,studio,0,468,43.4,sea,semi_furnished,True,1,Etisalat,Green,51,10.56,yearly,2,17000,36,390
R023343,2024-07-02,Arabian Ranches,Arabian Ranches,25.04165,55.23251,villa,4BR_villa,4,3634,337.6,park,fully_furnished,False,4,Energy,Red,241,17.8,yearly,6,173800,47,515
R019994,2023-02-08,Jumeirah Park,Emirates Living,25.04945,55.16307,villa,4BR_villa,4,4037,375.0,golf_course,fully_furnished,False,3,Discovery Gardens,Red,38,19.89,yearly,4,237000,58,632
R007683,2023-01-04,Mirdif,Mirdif,25.22105,55.42487,villa,5BR_villa,5,5234,486.2,community,fully_furnished,False,4,Al Jafiliya,Red,159,15.37,yearly,1,93800,17,193
R011171,2024-09-26,Business Bay,Business Bay,25.18481,55.24456,apartment,3BR,3,1966,182.7,park,semi_furnished,False,3,Business Bay,Red,7,3.3,yearly,6,103100,52,564
R010421,2022-09-22,Jumeirah Park,Emirates Living,25.04724,55.16025,villa,3BR_villa,3,2919,271.1,park,fully_furnished,True,3,Al Furjan,Red,47,20.25,yearly,4,115700,39,427
R000968,2024-02-23,Damac Hills 2,Damac Hills,24.96073,55.29304,villa,5BR_villa,5,4855,451.0,park,semi_furnished,True,3,Danube,Red,217,26.36,yearly,2,120700,24,268
R023111,2026-01-01,Discovery Gardens,Discovery Gardens,25.04067,55.17056,apartment,3BR,3,1640,152.4,park,fully_furnished,True,1,Al Furjan,Red,20,20.3,short_term,4,28600,17,188
R012846,2022-06-23,Jumeirah 2,Jumeirah,25.22063,55.24687,apartment,studio,0,608,56.5,community,fully_furnished,True,3,Al Karama,Red,87,3.8,yearly,12,26800,44,475
R021455,2021-10-21,DIFC,DIFC,25.21442,55.27966,apartment,2BR,2,921,85.6,city,unfurnished,True,1,World Trade Centre,Red,20,1.99,short_term,6,40500,44,473
R005044,2026-01-12,World Islands,World Islands,25.23576,55.1587,villa,5BR_villa,5,5259,488.6,community,fully_furnished,False,2,Burj Khalifa/Dubai Mall,Red,142,12.4,yearly,4,419800,79,859
R000549,2023-04-05,Al Mamzar,Al Mamzar,25.28056,55.34401,apartment,2BR,2,1231,114.3,marina,fully_furnished,True,1,Al Qiyadah,Red,12,11.62,yearly,6,43000,34,376
R015703,2022-12-01,Palm Jumeirah,Palm Jumeirah,25.10967,55.14297,villa,3BR_villa,3,2644,245.7,community,fully_furnished,False,2,Energy,Red,185,16.42,yearly,4,195200,73,795
R021570,2023-02-28,City Walk,Al Wasl,25.20069,55.26694,apartment,studio,0,514,47.8,pool,fully_furnished,True,3,Noor Bank,Red,124,0.84,yearly,2,26500,51,555
R009816,2021-06-24,Arabian Ranches 3,Arabian Ranches,25.07322,55.29976,villa,4BR_villa,4,3074,285.6,community,fully_furnished,True,3,Expo 2020,Red,210,14.02,yearly,2,97000,31,340
R016782,2026-04-21,Living Legends,Dubailand,25.09166,55.29546,villa,3BR_villa,3,2783,258.5,community,fully_furnished,True,2,Danube,Red,229,11.93,yearly,12,58100,20,225
R004896,2022-04-30,Mirdif,Mirdif,25.21607,55.41554,villa,4BR_villa,4,3702,343.9,pool,fully_furnished,True,2,Stadium,Red,117,14.35,yearly,2,73300,19,213
R007172,2021-10-03,Dubai Marina,Dubai Marina,25.065,55.14702,apartment,2BR,2,1280,118.9,community,semi_furnished,True,1,Dubai Internet City,Red,54,19.51,short_term,12,41100,32,345
R018780,2021-06-13,Jumeirah Bay Island,Jumeirah,25.20307,55.22019,apartment,3BR,3,1604,149.0,community,fully_furnished,True,2,Al Qiyadah,Red,164,5.49,yearly,4,105100,65,705
R014816,2021-08-28,The Lakes,Emirates Living,25.05427,55.17728,villa,4BR_villa,4,3529,327.9,community,fully_furnished,True,2,Jumeirah Golf Estates,Red,47,18.66,yearly,1,117500,33,359
R004395,2025-01-25,Damac Hills 2,Damac Hills,24.95094,55.30014,villa,4BR_villa,4,4870,452.4,pool,unfurnished,False,3,BurJuman (G),Green,388,27.51,yearly,2,105100,21,232
R023833,2025-08-24,Dubai Investment Park,DIP,24.99711,55.17563,apartment,3BR,3,1164,108.1,community,fully_furnished,True,1,Dubai Investment Park,Red,16,24.37,yearly,1,25300,21,234
R010788,2023-10-20,The Springs,Emirates Living,25.06006,55.18625,villa,4BR_villa,4,3195,296.8,park,unfurnished,True,2,Jumeirah Golf Estates,Red,35,17.64,yearly,2,110000,34,371
R005383,2025-01-02,Jumeirah Islands,Emirates Living,25.05671,55.13836,villa,3BR_villa,3,3048,283.2,community,fully_furnished,True,2,Discovery Gardens,Red,30,20.78,yearly,4,161100,52,569
R001686,2021-09-27,La Mer,Jumeirah,25.23205,55.26153,apartment,studio,0,519,48.2,marina,fully_furnished,False,1,Max,Red,40,4.09,yearly,2,29700,57,617
R020217,2022-07-25,Jumeirah 1,Jumeirah,25.22422,55.26458,apartment,1BR,1,781,72.5,community,unfurnished,True,1,Abu Hail,Red,118,3.16,yearly,1,27100,34,373
R023788,2022-04-25,The Springs,Emirates Living,25.03942,55.17945,villa,5BR_villa,5,4376,406.6,community,fully_furnished,False,2,UAE Pavilion,Red,70,19.98,yearly,2,122400,28,301
R002373,2025-08-14,Reem Mira,Reem,25.04821,55.25742,villa,3BR_villa,3,2781,258.3,park,fully_furnished,False,3,Sharaf DG,Red,135,16.66,yearly,1,72400,26,280
R010328,2022-11-14,Dubai Marina,Dubai Marina,25.07558,55.15578,apartment,2BR,2,1158,107.6,community,fully_furnished,True,2,Dubai Internet City,Red,54,18.04,yearly,2,33400,28,311
R019812,2023-03-07,Bluewaters Island,Dubai Marina,25.09139,55.12642,villa,6BR_villa,6,7629,708.8,park,semi_furnished,False,3,Dubai Airport Free Zone,Green,392,18.98,yearly,6,583900,76,824
R014377,2023-06-12,Jumeirah 1,Jumeirah,25.24376,55.2727,apartment,1BR,1,657,61.0,park,fully_furnished,True,1,Al Nahda,Red,160,5.18,yearly,1,36100,54,591
R016718,2025-01-25,Dubai South,Dubai South,24.90115,55.17196,apartment,1BR,1,724,67.2,pool,fully_furnished,False,1,Dubai Investment Park,Red,110,34.5,yearly,2,7800,10,116
R000459,2025-02-03,Jumeirah Village Circle,JVC,25.0405,55.18373,apartment,3BR,3,1593,148.0,park,unfurnished,False,1,Mashreq Bank,Red,76,19.67,yearly,2,25400,16,172
R024025,2022-02-01,World Islands,World Islands,25.23461,55.1642,apartment,3BR,3,1489,138.3,park,fully_furnished,False,1,Al Furjan,Red,260,11.84,yearly,12,79000,53,571
R002298,2025-02-07,The Meadows,Emirates Living,25.06172,55.17619,villa,4BR_villa,4,4338,403.0,pool,fully_furnished,False,4,Discovery Gardens,Red,39,18.02,yearly,2,186000,42,462
R001680,2024-05-29,Jebel Ali,Jebel Ali,25.00804,55.11091,apartment,studio,0,550,51.1,community,fully_furnished,True,3,Expo 2020,Red,103,26.71,yearly,2,8200,14,160
R017671,2026-03-27,Dubai Marina,Dubai Marina,25.09115,55.14157,apartment,studio,0,450,41.8,pool,unfurnished,True,1,Mashreq Bank,Red,45,17.83,yearly,4,19200,42,458
R018988,2026-02-04,Jumeirah Village Triangle,JVT,25.04906,55.1882,apartment,2BR,2,1482,137.7,marina,unfurnished,True,1,Danube,Red,91,18.62,yearly,2,34900,23,254
R016307,2025-06-04,Arabian Ranches 3,Arabian Ranches,25.04937,55.25845,villa,3BR_villa,3,2404,223.4,pool,fully_furnished,False,3,Danube,Red,198,16.52,yearly,2,106200,44,475
R011422,2022-05-03,The Views,The Greens,25.11759,55.15127,apartment,3BR,3,1541,143.1,community,fully_furnished,True,3,Dubai Internet City,Red,5,15.23,yearly,2,47300,30,330
R023532,2022-02-12,Jumeirah Village Circle,JVC,25.05287,55.21395,apartment,studio,0,420,39.0,community,fully_furnished,False,1,Jebel Ali,Red,113,17.16,yearly,1,7000,16,181
R004833,2022-08-21,Reem Mira,Reem,25.04192,55.26477,villa,6BR_villa,6,8175,759.5,city,unfurnished,False,3,Stadium (G),Green,359,17.29,yearly,1,143000,17,188
R003600,2021-02-26,The Valley,Dubai-Al Ain Road,24.96387,55.4917,villa,5BR_villa,5,5220,485.0,community,semi_furnished,True,4,Sharaf DG,Red,419,33.94,yearly,6,50700,9,104
R022326,2025-07-22,Jumeirah Islands,Emirates Living,25.06049,55.17552,villa,4BR_villa,4,3818,354.7,city,semi_furnished,True,4,MRT-1,Red,41,18.17,short_term,6,221600,58,625
R007871,2024-03-01,Madinat Jumeirah Living,Jumeirah,25.12766,55.19304,apartment,4BR_penthouse,4,2637,245.0,park,fully_furnished,False,1,First Abu Dhabi Bank,Red,54,11.26,yearly,12,207100,78,845
R021909,2022-10-10,Reem Mira,Reem,25.05121,55.26769,villa,3BR_villa,3,2572,238.9,community,fully_furnished,True,3,Emirates Towers,Red,240,16.25,short_term,2,64700,25,271
R021067,2024-04-09,Deira,Deira,25.27026,55.33172,apartment,studio,0,416,38.7,sea,unfurnished,True,2,Abu Baker Al Siddique (G),Green,28,9.96,yearly,2,8100,19,210
R001011,2023-03-16,Dubai Islands,Deira Islands,25.27665,55.30717,apartment,3BR,3,1416,131.6,park,fully_furnished,False,1,Union (G),Green,28,9.43,yearly,6,62900,44,478
R023561,2026-04-06,Al Warqa,Al Warqa,25.19449,55.4006,villa,4BR_villa,4,3984,370.1,community,fully_furnished,True,4,Oud Metha,Green,116,12.7,yearly,6,75200,18,203
R004795,2023-07-28,The Springs,Emirates Living,25.04638,55.18952,villa,3BR_villa,3,3107,288.7,community,fully_furnished,False,4,Jumeirah Golf Estates,Red,32,18.82,yearly,12,135100,43,468
R015616,2025-11-14,Downtown Dubai,Downtown,25.20938,55.26222,apartment,2BR,2,1076,99.9,park,semi_furnished,False,1,Al Karama,Red,87,1.83,yearly,6,47700,44,478
R016479,2022-08-20,Al Furjan,Al Furjan,25.00912,55.14499,apartment,2BR,2,1397,129.8,park,fully_furnished,True,2,Al Furjan,Red,1,24.64,yearly,1,36500,26,281
R004003,2022-12-09,International City,International City,25.16674,55.42113,apartment,3BR,3,1259,117.0,city,semi_furnished,True,2,Palm Deira,Green,197,15.15,yearly,1,11600,9,99
R023952,2025-12-18,Majan,Dubailand,25.06949,55.29392,apartment,studio,0,301,28.0,community,fully_furnished,False,2,Al Jafiliya,Red,216,14.34,yearly,6,5800,19,208
R009537,2021-04-02,Al Nahda,Al Nahda,25.28813,55.37491,apartment,3BR,3,1874,174.1,park,fully_furnished,True,1,Dubai Airport Free Zone,Green,19,14.3,yearly,1,19600,10,113
R002395,2022-02-07,Al Mamzar,Al Mamzar,25.30304,55.36506,apartment,2BR,2,1222,113.5,sea,fully_furnished,False,1,Max,Red,103,14.89,yearly,2,21800,17,192
R023488,2025-09-26,Jumeirah Islands,Emirates Living,25.06502,55.16693,villa,4BR_villa,4,3010,279.6,park,unfurnished,True,2,Jumeirah Golf Estates,Red,40,18.25,yearly,1,133200,44,476
R012065,2022-05-27,Jebel Ali,Jebel Ali,25.00872,55.08835,apartment,2BR,2,1430,132.8,sea,fully_furnished,False,1,UAE Pavilion,Red,42,28.11,yearly,2,26600,18,201
R019405,2025-05-09,World Islands,World Islands,25.215,55.15819,apartment,4BR_penthouse,4,743,69.0,community,fully_furnished,True,1,Dubai Airport Free Zone,Green,255,11.86,yearly,2,46200,62,669
R006360,2021-06-12,Liwan,Dubailand,25.05814,55.32293,apartment,1BR,1,613,57.0,community,semi_furnished,True,1,Abu Hail,Red,298,16.22,yearly,12,6800,11,120
R008822,2026-03-30,Jumeirah Village Circle,JVC,25.05049,55.19652,apartment,3BR,3,1414,131.4,community,unfurnished,True,1,Al Furjan,Red,85,18.1,yearly,1,30300,21,231
R017153,2021-12-05,Jumeirah Beach Residence,Dubai Marina,25.06475,55.13332,apartment,2BR,2,1227,114.0,park,unfurnished,False,3,Energy,Red,139,20.46,yearly,4,40700,33,357
R009686,2022-12-02,Jumeirah Village Circle,JVC,25.05181,55.21601,apartment,1BR,1,730,67.8,marina,unfurnished,False,1,Al Furjan,Red,85,17.2,yearly,6,12800,17,188
R015741,2021-06-11,Mira,Reem,25.03095,55.27728,villa,3BR_villa,3,1828,169.8,burj_khalifa,fully_furnished,False,3,Emirates Towers,Red,236,18.49,yearly,6,39500,21,233
R019235,2021-05-28,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.15983,55.31197,villa,3BR_villa,3,2941,273.2,city,unfurnished,False,2,Emirates Towers,Red,80,5.62,yearly,4,55800,19,204
R021118,2025-06-28,Palm Jumeirah,Palm Jumeirah,25.11431,55.11633,villa,5BR_villa,5,5859,544.3,city,unfurnished,True,2,Discovery Gardens,Red,90,18.39,yearly,6,368300,62,677
R002150,2025-01-23,Arabian Ranches 2,Arabian Ranches,25.04566,55.27885,villa,6BR_villa,6,5087,472.6,community,unfurnished,False,4,Union (G),Green,290,16.86,yearly,1,161700,31,342
R023039,2026-02-10,Damac Hills 2,Damac Hills,24.96384,55.29208,villa,3BR_villa,3,2919,271.2,burj_khalifa,fully_furnished,False,4,MRT-1,Red,217,26.01,short_term,4,73100,25,270
R016119,2025-05-27,Al Furjan,Al Furjan,25.03799,55.14976,apartment,studio,0,494,45.9,pool,unfurnished,False,2,Al Furjan,Red,5,21.7,yearly,12,11700,23,254
R009717,2022-10-04,Jumeirah Village Circle,JVC,25.0615,55.20418,apartment,3BR,3,1882,174.9,city,unfurnished,False,1,MRT-1,Red,97,16.66,yearly,1,31300,16,179
R024305,2024-01-17,Mira,Reem,25.0372,55.27189,villa,4BR_villa,4,3560,330.8,city,fully_furnished,False,2,Baniyas Square (G),Green,310,17.79,yearly,12,120500,33,364
R003503,2024-04-30,Remraam,Dubailand,25.01061,55.25743,apartment,1BR,1,632,58.7,marina,fully_furnished,False,1,Dubai Investment Park,Red,104,20.82,yearly,6,9800,15,166
R005962,2022-09-10,Tilal Al Ghaf,Tilal Al Ghaf,25.01606,55.28542,villa,4BR_villa,4,3395,315.4,park,unfurnished,False,3,Dubai Internet City,Red,154,20.17,yearly,1,75700,22,240
R012900,2024-12-23,Bukadra,Bukadra,25.18652,55.32271,apartment,2BR,2,1109,103.0,marina,unfurnished,False,2,Abu Baker Al Siddique (G),Green,134,5.0,yearly,12,32300,29,313
R007098,2026-04-17,Meydan,Meydan,25.16054,55.28944,apartment,studio,0,543,50.4,pool,fully_furnished,False,1,Discovery Gardens,Red,237,4.35,yearly,1,17400,32,346
R008075,2024-06-01,Jebel Ali,Jebel Ali,25.02306,55.08155,apartment,2BR,2,1116,103.7,city,semi_furnished,True,1,Discovery Gardens,Red,72,27.42,yearly,2,13000,11,126
R023011,2024-05-10,Karama,Bur Dubai,25.24732,55.32269,apartment,3BR,3,2100,195.1,community,semi_furnished,True,1,Al Jafiliya,Red,25,7.39,yearly,6,40400,19,207
R004997,2022-03-15,Jebel Ali,Jebel Ali,25.01204,55.12287,apartment,2BR,2,1702,158.1,park,unfurnished,True,2,Energy,Red,41,25.63,yearly,2,21900,12,139
R013895,2023-03-29,Umm Suqeim,Jumeirah,25.14312,55.2009,villa,4BR_villa,4,3190,296.3,city,semi_furnished,True,2,Sharaf DG,Red,59,9.53,yearly,2,137400,43,464
R012571,2021-08-26,International City,International City,25.16242,55.41064,apartment,2BR,2,1232,114.4,city,fully_furnished,False,2,Al Nahda (G),Green,181,14.24,short_term,6,9700,7,84
R004957,2023-08-19,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12817,55.37992,apartment,1BR,1,736,68.4,marina,fully_furnished,True,2,Dubai Internet City,Red,258,13.1,yearly,1,15400,20,225
R019540,2022-04-03,Palm Jumeirah,Palm Jumeirah,25.11638,55.12514,villa,4BR_villa,4,3457,321.2,community,fully_furnished,True,2,Noor Bank,Red,101,17.51,yearly,4,216800,62,675
R018807,2021-02-16,Jumeirah Golf Estates,JGE,25.01746,55.19057,villa,3BR_villa,3,2196,204.0,golf_course,unfurnished,True,3,Jumeirah Golf Estates,Red,30,21.7,yearly,4,51100,23,250
R018365,2025-03-18,Living Legends,Dubailand,25.07864,55.27411,apartment,2BR,2,946,87.9,park,fully_furnished,True,1,Oud Metha,Green,207,13.18,yearly,1,25200,26,287
R009444,2022-12-16,Meydan,Meydan,25.14996,55.28838,apartment,studio,0,447,41.5,city,fully_furnished,False,2,Abu Baker Al Siddique,Red,178,5.44,yearly,1,15400,34,372
R012617,2021-05-24,The Springs,Emirates Living,25.03687,55.19128,villa,4BR_villa,4,4298,399.3,community,semi_furnished,False,3,Discovery Gardens,Red,51,19.69,yearly,2,92800,21,232
R004234,2024-05-10,Azizi Riviera,MBR City,25.17487,55.2899,apartment,1BR,1,758,70.5,city,unfurnished,False,1,Abu Baker Al Siddique,Red,153,2.93,yearly,4,28600,37,405
R000880,2023-06-22,Damac Hills,Damac Hills,25.03327,55.2672,apartment,1BR,1,898,83.4,park,fully_furnished,True,1,MRT-1,Red,155,18.24,yearly,2,26100,29,313
R000980,2024-05-09,Karama,Bur Dubai,25.24096,55.29734,apartment,4BR_penthouse,4,2996,278.3,burj_khalifa,fully_furnished,False,1,Al Jadaf,Green,45,5.39,yearly,4,82400,27,296
R008739,2023-07-28,Remraam,Dubailand,25.01517,55.24767,apartment,studio,0,437,40.6,marina,fully_furnished,True,1,Expo 2020,Red,143,20.42,yearly,4,8000,18,197
R008717,2025-08-17,Jumeirah Lake Towers,JLT,25.07797,55.13964,apartment,2BR,2,1442,134.0,burj_khalifa,fully_furnished,True,1,UAE Pavilion,Red,59,18.97,yearly,2,40000,27,299
R023057,2025-09-24,Al Furjan,Al Furjan,25.03289,55.13746,apartment,2BR,2,1037,96.3,park,fully_furnished,False,2,Al Furjan,Red,5,22.89,yearly,6,27100,26,281
R005159,2021-09-19,Dubailand,Dubailand,25.02767,55.31859,villa,6BR_villa,6,6446,598.8,community,unfurnished,False,3,Noor Bank,Red,169,19.37,yearly,1,65600,10,110
R012811,2022-04-24,Mudon,Dubailand,25.0466,55.25429,villa,5BR_villa,5,5156,479.0,park,fully_furnished,False,4,Mall of the Emirates,Red,112,16.87,yearly,6,108600,21,227
R021383,2022-06-07,Damac Hills 2,Damac Hills,24.96035,55.31314,villa,4BR_villa,4,4045,375.8,marina,fully_furnished,True,2,Creek,Green,360,26.62,yearly,12,71100,17,189
R008705,2021-09-03,Deira,Deira,25.26106,55.30778,apartment,studio,0,434,40.3,community,unfurnished,False,1,ADCB,Red,22,7.85,yearly,12,3800,8,95
R006267,2025-10-10,The Springs,Emirates Living,25.04753,55.17585,villa,4BR_villa,4,2230,207.2,community,unfurnished,False,4,Jumeirah Golf Estates,Red,36,19.38,yearly,2,81600,36,394
R011714,2022-07-05,World Islands,World Islands,25.20366,55.15201,apartment,2BR,2,1186,110.2,marina,unfurnished,False,1,Ibn Battuta,Red,245,12.34,yearly,1,88300,74,801
R012716,2023-05-02,The Springs,Emirates Living,25.04077,55.19156,villa,5BR_villa,5,6251,580.7,pool,fully_furnished,True,2,Discovery Gardens,Red,52,19.29,yearly,6,288000,46,496
R000347,2024-12-30,Jebel Ali,Jebel Ali,25.00821,55.10557,apartment,1BR,1,524,48.7,marina,fully_furnished,True,2,Palm Deira,Green,406,27.03,yearly,4,8900,16,182
R000927,2023-01-28,La Mer,Jumeirah,25.23308,55.26342,apartment,3BR,3,1601,148.7,city,fully_furnished,True,2,Financial Centre,Red,28,4.14,yearly,4,110500,69,743
R003694,2022-01-21,Jumeirah Village Triangle,JVT,25.05862,55.14677,apartment,studio,0,420,39.1,community,semi_furnished,False,1,Jumeirah Golf Estates,Red,44,20.06,yearly,4,7400,17,190
R001010,2023-02-14,Al Nahda,Al Nahda,25.30468,55.39748,apartment,2BR,2,1237,115.0,community,semi_furnished,False,1,Stadium (G),Green,2,17.21,yearly,2,21600,17,188
R002530,2024-10-03,Jumeirah Village Circle,JVC,25.05754,55.21706,apartment,1BR,1,854,79.4,burj_khalifa,fully_furnished,True,1,Jumeirah Golf Estates,Red,66,16.57,yearly,4,21900,25,275
R019341,2023-01-16,La Mer,Jumeirah,25.21307,55.23408,apartment,studio,0,451,41.9,park,fully_furnished,True,2,Stadium (G),Green,154,4.42,short_term,6,29700,65,709
R007725,2023-03-17,Jumeirah Lake Towers,JLT,25.07413,55.13737,apartment,studio,0,339,31.5,community,unfurnished,True,1,Jebel Ali,Red,88,19.43,yearly,2,8700,25,277
R012566,2021-08-15,La Mer,Jumeirah,25.22044,55.25334,apartment,3BR,3,1148,106.7,community,unfurnished,False,2,Max,Red,39,3.34,yearly,4,36400,31,341
R022487,2021-06-22,DIFC,DIFC,25.20866,55.29249,apartment,studio,0,523,48.5,burj_khalifa,semi_furnished,False,1,Al Jafiliya,Red,34,2.22,yearly,12,34700,66,715
R020525,2024-02-08,Deira,Deira,25.27028,55.30228,apartment,2BR,2,1186,110.1,golf_course,semi_furnished,True,1,Union (G),Green,3,8.6,short_term,1,21600,18,196
R018086,2021-05-13,Expo City,Dubai South,24.96609,55.16331,apartment,1BR,1,850,79.0,pool,fully_furnished,True,1,Expo 2020,Red,6,28.03,yearly,1,14500,17,183
R008930,2021-09-27,Mirdif,Mirdif,25.24193,55.42317,villa,3BR_villa,3,2673,248.3,community,unfurnished,True,2,Salah Al Din (G),Green,145,15.77,yearly,2,39800,14,160
R023739,2021-06-09,Madinat Jumeirah Living,Jumeirah,25.13428,55.18848,apartment,2BR,2,1007,93.6,community,unfurnished,False,1,Burj Khalifa/Dubai Mall,Red,140,11.12,yearly,6,33500,33,358
